,PSJudge,avgEVC,avgSD,elle,files,groupId,il,ils,je,keywords,le,nous,perNeg,perNegDoc,perPos,perPosDoc,pronounFrac,timeRun,vous,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
66,0.273214285714,0.682299946829,0.698141797622,0.00965909090909,1,TrumpRemarks_test9,0.014678030303,0.0144886363636,0.0462121212121,"inaud, get, know, yes, clinton, question, hillari, want, offmik, think, said, ahead, happen, lot, say",0.0241477272727,0.013446969697,0.0159090909091,0.0,0.0383522727273,1.0,0.665178571429,12.9624960423,0.0176136363636,TrumpRemarks,7,3.96666666667,7,4.07691055219,6
67,0.283464566929,0.648200934947,0.685438798805,0.0068697046027,1,TrumpRemarks_test16,0.0144263796657,0.0151133501259,0.0345775131669,"indiana, applaus, happen, got, want, mike, penc, job, get, know, budget, realli, thank, hillari, clinton",0.0208381039615,0.0235859858026,0.0160293107396,0.0,0.0350354934738,1.0,0.737532808399,6.07422995567,0.0153423402794,TrumpRemarks,7,3.03,2,4.43888489884,6
68,0.352201257862,0.527440529994,0.699670866389,0.00177095631641,1,TrumpRemarks_test8,0.00354191263282,0.0047225501771,0.0419126328217,"thank, jackson, want, job, realli, bishop, get, know, better, hope, amaz, nice, pastor, lift, detroit",0.0177095631641,0.0324675324675,0.0118063754427,0.0,0.0590318772137,1.0,0.704402515723,3.17532587051,0.0218417945691,TrumpRemarks,7,5.86333333333,6,4.14192471434,6
69,0.458333333333,0.585202574644,0.684310629685,0.0225409836066,1,TrumpRemarks_test15,0.00263466042155,0.00731850117096,0.0149297423888,"clinton, hillari, job, want, worker, radic, rig, isi, will, know, regim, whi, chanc, email, libya",0.00878220140515,0.0292740046838,0.0251756440281,1.0,0.0231264637002,0.0,0.755208333333,5.17415094376,0.00263466042155,TrumpRemarks,7,4.33666666667,6,3.98740614039,1
70,0.469230769231,0.6157595658,0.650798286786,0.0129411764706,1,TrumpRemarks_test7,0.00117647058824,0.00941176470588,0.00862745098039,"veteran, clinton, care, hillari, polic, employe, will, ensur, email, promis, bonus, safe, mental, get, wait",0.00745098039216,0.0294117647059,0.0309803921569,0.0,0.0317647058824,1.0,0.730769230769,3.93243288994,0.00392156862745,TrumpRemarks,7,4.85,6,4.2075861954,6
71,0.328267477204,0.560380067253,0.683891684816,0.00321737381862,1,TrumpRemarks_test14,0.00542931831892,0.00985320731953,0.00965212145586,"applaus, isi, terror, thank, radic, clinton, will, obama, hillari, screen, wound, refuge, want, realli, libya",0.0108586366378,0.0361954554595,0.0361954554595,1.0,0.0283531067766,0.0,0.693009118541,6.69332289696,0.0066358335009,TrumpRemarks,7,4.97333333333,6,3.81832230742,2
72,0.575163398693,0.537965317915,0.675776447815,0.00041067761807,1,TrumpRemarks_test6,0.00246406570842,0.00944558521561,0.029158110883,"israel, happen, terror, palestinian, thank, deal, iran, let, will, realli, dollar, know, someth, missil, get",0.0242299794661,0.0164271047228,0.0266940451745,1.0,0.0258726899384,0.0,0.823529411765,3.97267699242,0.0156057494867,TrumpRemarks,7,5.05333333333,7,3.97979680362,1
73,0.764705882353,0.624711557191,0.717473284797,0.0,1,TrumpRemarks_test13,0.00236966824645,0.00394944707741,0.0189573459716,"veteran, will, flag, legion, job, want, ensur, thank, again, defend, care, appoint, stop, honor, safe",0.00631911532385,0.0529225908373,0.0086887835703,0.0,0.0537124802528,1.0,0.867647058824,2.71868801117,0.0110584518167,TrumpRemarks,7,4.40666666667,6,4.01927722392,1
74,0.392857142857,0.653578546958,0.663491478475,0.0158458244111,1,TrumpRemarks_test5,0.0,0.00642398286938,0.00856531049251,"clinton, hillari, want, percent, crime, will, email, scandal, let, obama, safe, enforc, poverti, enterpris, africanamerican",0.00899357601713,0.0295503211991,0.0286937901499,1.0,0.020556745182,0.0,0.684523809524,3.93238306046,0.00599571734475,TrumpRemarks,7,4.41666666667,6,3.88088187934,1
75,0.311688311688,0.696289286399,0.69669811261,0.000711743772242,1,TrumpRemarks_test12,0.00797153024911,0.0281850533808,0.0444128113879,"applaus, get, know, got, want, job, say, happen, realli, audienc, nice, tell, send, ford, nobodi",0.0227758007117,0.0351601423488,0.0148042704626,0.0,0.042846975089,1.0,0.845598845599,9.65907692909,0.0153736654804,TrumpRemarks,7,2.72666666667,2,3.94851756516,1
76,0.530434782609,0.649679431277,0.688220568025,0.0158878504673,1,TrumpRemarks_test4,0.000467289719626,0.0088785046729,0.011214953271,"clinton, hillari, job, will, fbi, africanamerican, safe, haiti, email, ask, donor, phone, fail, confidenti, refuge",0.00794392523364,0.0336448598131,0.0224299065421,0.0,0.035046728972,1.0,0.808695652174,3.56022906303,0.00373831775701,TrumpRemarks,7,5.26333333333,6,4.07772880202,6
77,0.548780487805,0.645115154096,0.69308381324,0.00651253663302,1,TrumpRemarks_test11,0.00553565613807,0.0104200586128,0.0110713122761,"radic, clinton, hillari, want, terror, terrorist, immigr, know, will, gay, tell, insid, get, better, anyon",0.0100944317812,0.0416802344513,0.0328883099967,1.0,0.0263757733637,0.0,0.829268292683,4.6565079689,0.00195376098991,TrumpRemarks,7,5.03666666667,6,4.08154569556,6
78,0.545454545455,0.620852158787,0.705172566541,0.000562746201463,1,TrumpRemarks_test3,0.00253235790658,0.0112549240293,0.0104108047271,"will, must, obama, radic, job, dollar, isi, spend, friend, again, look, polici, prosper, get, disast",0.0101294316263,0.0562746201463,0.0227912211593,0.0,0.0292628024761,1.0,0.827272727273,5.452709198,0.00337647720878,TrumpRemarks,7,5.33,6,4.22352196418,6
79,0.465,0.621758426008,0.67174862093,0.00555898702903,1,TrumpRemarks_test10,0.00185299567634,0.0108091414453,0.0281037677579,"clinton, hillari, job, apolog, get, will, africanamerican, insid, terror, sanctuari, promis, put, opportun, voic, fail",0.0101914762199,0.0315009264978,0.0308832612724,1.0,0.0277949351452,0.0,0.845,4.90450882912,0.00988264360716,TrumpRemarks,7,5.23333333333,7,4.34043838317,6
80,0.297297297297,0.62691696545,0.667759508032,0.00644942294637,1,TrumpRemarks_test2,0.000339443312967,0.0125594025798,0.0234215885947,"job, hillari, clinton, africanamerican, polic, milwauke, crime, insid, let, safe, hurt, vote, want, get, talk",0.0115410726409,0.0247793618466,0.0353021045485,1.0,0.0271554650373,0.0,0.740540540541,4.27571487427,0.0122199592668,TrumpRemarks,7,5.12666666667,7,4.46765201928,4
