,group,filepath,subgroup
0,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/Trump_Campaign_Remarks_2015-06-16.txt,train1
1,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/Trump_Campaign_Remarks_2016-03-21.txt,train2
2,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/Trump_Campaign_Remarks_2016-04-27.txt,test0
3,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-06-13.txt,train10
4,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-06-22.txt,train8
5,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-07-11.txt,train11
6,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-07-16.txt,test1
7,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-07-21.txt,test3
8,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-07-27.txt,train12
9,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-08-08.txt,train14
10,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-08-15.txt,train6
11,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-08-16.txt,train13
12,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-08-18.txt,train9
13,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-08-23.txt,test2
14,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-09-01a.txt,train5
15,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-09-01b.txt,train7
16,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-09-03.txt,test4
17,TrumpRemarks,./TrumpTexts/TrumpRemarks/raw/norun/Trump_Campaign_Remarks_2016-09-06.txt,test0
18,TrumpStatements,./TrumpTexts/TrumpStatements/raw/Trump_Campaign_Statement_2015-07-14.txt,train2
19,TrumpStatements,./TrumpTexts/TrumpStatements/raw/Trump_Campaign_Statement_2015-07-15.txt,train1
20,TrumpStatements,./TrumpTexts/TrumpStatements/raw/Trump_Campaign_Statement_2015-11-11.txt,test0
