,PSJudge,avgEVC,avgSD,elle,files,groupId,il,ils,je,keywords,le,nous,perNeg,perNegDoc,perPos,perPosDoc,pronounFrac,timeRun,vous,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
57,0.399683558663,0.686564190251,0.676188941175,0.000965650434543,5,MalcolmX_train1,0.0126914057111,0.0176116245919,0.0246470777579,"malcolm, get, let, negro, talk, think, nonviol, say, bernard, know, want, tri, here, congo, harlem, got, thing, hall, should, look",0.0136570561457,0.0135650894376,0.0179116146735,0.4,0.0180205176386,0.6,0.755528440947,23.4213631153,0.0282337793719,MalcolmX,2,2.38666666667,2,2.50238889276,2
39,0.432184518728,0.604464869217,0.732499413746,0.00155860349127,10,MehrBaba_train2,0.0201995012469,0.00928927680798,0.00511221945137,"baba, perfect, meher, master, spiritu, love, truth, joy, know, discipl, mind, will, happi, inner, conscious, avatar, happen, grace, pure, saint",0.0113466334165,0.00511221945137,0.0145896384306,0.0,0.041094503087,1.0,0.682664628654,16.9445650578,0.00430174563591,MehrBaba,8,6.73666666667,8,7.15113273324,8
34,0.326014802692,0.636066754712,0.71742734144,0.00162300023186,10,IntegralYoga_train4,0.00718757245537,0.00618285802612,0.00680114382873,"yoga, mind, whi, say, don't, sri, should, everyth, yogi, god, vibrat, let, want, sutra, happi, swami, joy, thing, dedic, medit",0.022953860422,0.0142978591854,0.0132519549732,0.0,0.031772983877,1.0,0.702246758859,13.8578019142,0.0357060051009,IntegralYoga,6,5.99666666667,6,6.34755792227,6
70,0.447115384615,0.526101756602,0.643022915454,0.00655200655201,1,TrumpRemarks_test6,0.001092001092,0.00819000819001,0.010647010647,"job, tax, clinton, hillari, will, detroit, regul, dollar, obama, worker, pay, cost, obamaclinton, labor, trillion",0.00846300846301,0.031122031122,0.017745017745,0.0,0.024297024297,1.0,0.682692307692,4.79765486717,0.004641004641,TrumpRemarks,7,6.37666666667,7,6.08963406091,7
18,0.443682837877,0.733239533445,0.74649832873,0.00025597893659,10,JohnPiper_train2,0.0174065676881,0.00899583120018,0.0109705258539,"love, god, vers, christ, say, hope, promis, exult, spirit, fear, let, know, jesus, elder, forgiv, whi, thing, glori, boast, answer",0.0123966942149,0.0201857675711,0.0203008501413,0.2,0.0334678273277,0.8,0.655325998998,26.7639620304,0.016894609815,JohnPiper,4,5.19666666667,4,5.77804732871,6
32,0.384526112761,0.690294755704,0.695250288265,0.0021622996693,10,IntegralYoga_train2,0.00674128720427,0.00852200457899,0.0113202747393,"mind, yoga, arjuna, guru, want, feel, krishna, whi, love, let, know, will, don't, god, babi, say, medit, conch, whatev, devot",0.0146273212923,0.0192063088273,0.020049602302,0.4,0.0292538383482,0.6,0.6342625851,8.49946093559,0.0305265835665,IntegralYoga,6,5.83,6,5.59196806561,6
56,0.38755372042,0.727931648298,0.741999211353,0.00409540954095,10,Rabbinic_train11,0.0124662466247,0.00630063006301,0.0151215121512,"mose, know, rabbi, bless, jew, koufax, ask, netanyahu, want, tell, jewish, moment, esther, let, hyphen, ourselv, sit, will, happen, choic",0.0122862286229,0.0235823582358,0.0154302833402,0.1,0.0217827435001,0.9,0.770932121156,24.6237168312,0.0119711971197,Rabbinic,6,5.92,6,6.38062592568,6
65,0.147527436535,0.714447142614,0.66625595711,0.000483037937056,10,Ghandi_train10,0.00367851967451,0.00564782818712,0.0157173113365,"div, href, class, meta, svg, https, numlnum, button, rel, content, width, numcnum, viewbox, fillrul, octicon, ariahidden, evenodd, mnum, path, arialabel",0.00562924980493,0.00494184966373,0.00686323547711,0.1,0.0109769968484,0.9,0.723087542983,51.282681942,0.00702262846951,Ghandi,1,4.79666666667,6,3.90175402348,1
35,0.395832355946,0.617890829331,0.710451122105,0.000811541929666,10,IntegralYoga_train3,0.00414788097385,0.00739404869252,0.00450856627592,"yoga, mind, want, happi, don't, everyth, will, anyth, clean, let, fruit, should, selfish, feel, better, peac, heaven, get, say, love",0.0138863841298,0.0220018034265,0.0179230269223,0.0,0.0383937809338,1.0,0.654410077215,11.6883471012,0.044003606853,IntegralYoga,6,5.74333333333,6,6.11752131484,6
20,0.457200208192,0.650504459007,0.635098000559,0.00105118167319,10,JohnPiper_train4,0.0260983036103,0.00598086124402,0.0110555313905,"vers, christ, god, sin, say, glori, fill, thing, whi, jesus, let, kind, perfect, mose, faith, love, will, look, bethlehem, want",0.0105480643758,0.0228722633029,0.0277160981871,0.4,0.0270453938059,0.6,0.676890439035,28.9621720314,0.0146440481369,JohnPiper,4,4.75666666667,4,3.65099174377,4
